priority,owasp_categories,rationale,url_redacted,route_template,query_parameters,sensitivity,url_fingerprint_sha256_12,source_count,sources
72,A01 Broken Access Control,Authenticated object collection or user-task surface,https://app.perk.com/spend/,/spend/,,normal,8e8ae91048e8,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
72,A01 Broken Access Control,Authenticated object collection or user-task surface,https://app.perk.com/spend/my-tasks,/spend/my-tasks,,normal,f2d2055e2426,4,"all_exact_host_urls_sensitive,api_otx,api_urlscan,gau_otx"
72,A01 Broken Access Control,Authenticated object collection or user-task surface,https://app.perk.com/trips,/trips,,normal,3dbedb05eb2c,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
72,A01 Broken Access Control,Authenticated object collection or user-task surface,http://app.perk.com/trips/,/trips/,,normal,4d5368c2011e,2,"all_exact_host_urls_sensitive,api_urlscan"
72,A01 Broken Access Control,Authenticated object collection or user-task surface,https://app.perk.com/trips/,/trips/,,normal,e402d006b37c,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/adjust-smart-banner-CaAePrNf-CmvYBegn.js,/mfe-access/assets/adjust-smart-banner-CaAePrNf-CmvYBegn.js,,normal,b61b413d33c9,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/adjust-smart-banner-DLXRz-jR-Cvclubxh.js,/mfe-access/assets/adjust-smart-banner-DLXRz-jR-Cvclubxh.js,,normal,02eea790e8d7,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/index-0JPtUPS_.js,/mfe-access/assets/index-0JPtUPS_.js,,normal,35e2bb78882b,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/index-BaRf4GwK.js,/mfe-access/assets/index-BaRf4GwK.js,,normal,e6046d624126,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/index-Bpn1JNcG.js,/mfe-access/assets/index-Bpn1JNcG.js,,normal,afda218e417e,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/index-CAm1PMql.js,/mfe-access/assets/index-CAm1PMql.js,,normal,ba24cd150e12,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/index-CsXd1saF.js,/mfe-access/assets/index-CsXd1saF.js,,normal,298043300932,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/index-CuTrR4mO.js,/mfe-access/assets/index-CuTrR4mO.js,,normal,7829e266502d,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/index-D84ivIOG.js,/mfe-access/assets/index-D84ivIOG.js,,normal,5233f471e4e8,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/startRecording-BkOcwzqn-DV6xPK1i.js,/mfe-access/assets/startRecording-BkOcwzqn-DV6xPK1i.js,,normal,f443823a1de6,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/startRecording-BwKqB_8u-DsM6W7Jd.js,/mfe-access/assets/startRecording-BwKqB_8u-DsM6W7Jd.js,,normal,f4d5029f7490,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/translations-en-US-Bu0K7h9N.js,/mfe-access/assets/translations-en-US-Bu0K7h9N.js,,normal,ca4a1fa3af54,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
55,A03 Injection; A05 Security Misconfiguration; A08 Software and Data Integrity Failures,"Authentication micro-frontend JavaScript suitable for sink, route, and secret review",https://app.perk.com/mfe-access/assets/translations-en-US-CDE1jURF.js,/mfe-access/assets/translations-en-US-CDE1jURF.js,,normal,e2e7bf5de6f6,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
